"KO","STN","Pvalue","30L1","30L2","30L3","30R1","30R2","30R3","Protein","Description","Protein_name","Gene_name","GO_IDs","GO_terms","KODef","30L1_log","30L2_log","30L3_log","30R1_log","30R2_log","30R3_log","mean_control","mean_treatment","mean_control_log","mean_treatment_log","log_fc","log_pval","Expression"
"K03043",-4.80771015732524,3.26797385620915e-05,47.306,55.564,47.827,122.21,110.04,97.203,"DNA-directed RNA polymerase subunit beta","DNA-directed RNA polymerase subunit beta","","","GO:0006351;GO:0003677;GO:0003899;GO:0032549","DNA-templated transcription;DNA binding;DNA-directed 5'-3' RNA polymerase activity;ribonucleoside binding","DNA-directed RNA polymerase subunit beta ",5.59413048959312,5.82181224077927,5.60960723436014,6.94497554292549,6.79493566280354,6.6176951929407,109.817666666667,50.2323333333333,6.78586879955657,5.67518332157751,-1.11068547797906,4.48572142648158,"Downregulated"
"K03046",-9.44210378360569,1e-06,38.436,37.445,33.1867,172.255,151.951,144.7,"DNA-directed RNA polymerase subunit beta'","DNA-directed RNA polymerase subunit beta';DNA-directed RNA polymerase subunit gamma","DNA-directed RNA polymerase subunit beta';","rpoC2;","GO:0006351;GO:0003677;GO:0003899;GO:0008270;GO:0000428","DNA-templated transcription;DNA binding;DNA-directed 5'-3' RNA polymerase activity;zinc ion binding;DNA-directed RNA polymerase complex;transcription, DNA-templated","DNA-directed RNA polymerase subunit beta' ",5.30144132122745,5.26472407423801,5.09536326280611,7.43675317775693,7.25692572910186,7.18685706717715,156.302,36.3559,7.29351199134531,5.22050955275719,-2.07300243858813,6,"Downregulated"
"K03070",-5.68803660813062,1e-06,0,0,0,41.379,52.398,28.719,"Protein translocase subunit SecA","preprotein translocase subunit SecA","","","GO:0006605;GO:0017038;GO:0005524;GO:0016020;GO:0006886","protein targeting;protein import;ATP binding;membrane;intracellular protein transport","preprotein translocase subunit SecA ",0,0,0,5.40527764031188,5.73871380226617,4.8933136670454,40.832,0,5.34576836987449,0,-5.34576836987449,6,"Downregulated"
"K03110",-1.75419217959614,0.00334640522875817,0,0,0,11.548,10.48,9.9412,"Signal recognition particle receptor FtsY","signal recognition particle-docking protein FtsY","","","GO:0006614;GO:0005525","SRP-dependent cotranslational protein targeting to membrane;GTP binding","fused signal recognition particle receptor",0,0,0,3.64938552918152,3.52105073690096,3.45169907242434,10.6564,0,3.54071177950227,0,-3.54071177950227,2.47542146984177,"Downregulated"
"K03168",-4.07887047253506,3.26797385620915e-05,0,0,0,27.907,30.565,23.196,"DNA topoisomerase 1","type I DNA topoisomerase","DNA topoisomerase 1","topA","GO:0006265;GO:0003677;GO:0003917;GO:0046872;GO:0003916","DNA topological change;DNA binding;DNA topoisomerase type I (single strand cut, ATP-independent) activity;metal ion binding;DNA topoisomerase activity","DNA topoisomerase I ",0,0,0,4.85334698700562,4.98025384598826,4.59669666068723,27.2226666666667,0,4.81009916456037,0,-4.81009916456037,4.48572142648158,"Downregulated"
"K03217",1.51049820893287,0.00532679738562081,18.725,15.703,13.665,5.7738,5.2398,7.732,"Membrane protein insertase YidC","membrane protein insertase YidC","","","GO:0032977;GO:0016020","membrane insertase activity;membrane","YidC/Oxa1 family membrane protein insertase",4.3019533951261,4.06203534108484,3.87430516598223,2.75996539113267,2.64149978812081,3.1263121303287,6.24853333333333,16.031,2.84259243652739,4.07943130073105,1.23683886420366,2.27353382207763,"Upregulated"
"K03386",5.91528853231782,1e-06,127.13,154.61,145.43,62.55,52.398,74.007,"Alkyl hydroperoxide reductase C","MULTISPECIES: redoxin domain-containing protein","","","GO:0051920;GO:0016209;GO:0016491","peroxiredoxin activity;antioxidant activity;oxidoreductase activity","peroxiredoxin 2/4 ",7.00146449358857,7.28179096530987,7.19406734734012,5.9898202201176,5.73871380226617,6.22895333574968,62.985,142.39,5.98582911937782,7.15910760207952,1.1732784827017,6,"Upregulated"
"K03405",-2.88144743960525,0.000400326797385621,5.9132,0,4.8803,25.02,27.072,17.673,"Magnesium-chelatase 38 kDa subunit","magnesium chelatase ATPase subunit I","","","GO:0015995;GO:0005524;GO:0016851","chlorophyll biosynthetic process;ATP binding;magnesium chelatase activity","magnesium chelatase subunit I ",2.78935366365094,0,2.55588976007382,4.70154905694307,4.81105994774008,4.2228818241349,23.255,3.59783333333333,4.57849694293935,1.78174780790825,-2.7967491350311,3.39758533778103,"Downregulated"
"K03465",-1.68431637095517,0.00397875816993464,0,0,0,9.6231,12.226,8.8366,"Thymidylate synthase ThyX","FAD-dependent thymidylate synthase","","","GO:0006231;GO:0050660;GO:0050797","dTMP biosynthetic process;flavin adenine dinucleotide binding;thymidylate synthase (FAD) activity","thymidylate synthase (FAD) ",0,0,0,3.40913292524873,3.72530490157444,3.29815973723413,10.2285666666667,0,3.47753252135243,0,-3.47753252135243,2.40025245659491,"Downregulated"
"K03526",-3.79539668256488,3.26797385620915e-05,0,0,0,24.058,28.819,22.092,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)","(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase","","","GO:0016114;GO:0005506;GO:0046429;GO:0008299;GO:0044237","terpenoid biosynthetic process;iron ion binding;4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity;isoprenoid biosynthetic process;cellular metabolic process","(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase ",0,0,0,4.64719936568332,4.89815997158211,4.5293212253457,24.9896666666667,0,4.69156018753704,0,-4.69156018753704,4.48572142648158,"Downregulated"
"K03530",4.42746173146134,5.39215686274908e-05,57.161,65.228,59.54,17.322,15.719,20.987,"DNA-binding protein HU 1","MULTISPECIES: HU family DNA-binding protein","DNA binding protein HU","hup","GO:0003677;GO:0030527","DNA binding;structural constituent of chromatin","DNA-binding protein HU-beta",5.86198016955474,6.04936938625077,5.91981677005279,4.19550508918433,4.06341665413717,4.45857886504748,18.0093333333333,60.643,4.23916686945633,5.94372210861943,1.7045552391631,4.26823748226735,"Upregulated"
"K03545",-3.79693826477032,3.26797385620915e-05,0,0,0,25.02,32.312,17.673,"Trigger factor","trigger factor","","","GO:0006457;GO:0015031;GO:0003755","protein folding;protein transport;peptidyl-prolyl cis-trans isomerase activity","trigger factor",0,0,0,4.70154905694307,5.05797006863733,4.2228818241349,25.0016666666667,0,4.66080031657177,0,-4.66080031657177,4.48572142648158,"Downregulated"
"K03609",-3.57619974175847,0.000236928104575163,13.798,12.079,19.521,47.153,48.031,46.392,"Septum site-determining protein MinD","MULTISPECIES: septum site-determining protein MinD","","","GO:0016887","ATP hydrolysis activity","septum site-determining protein MinD",3.8873302987782,3.70918033372087,4.35902913089513,5.58955377769747,5.61562228095169,5.56657164062676,47.192,15.1326666666667,5.5905825664253,3.9851799211314,-1.60540264529391,3.62538341991059,"Downregulated"
"K03621",-1.82331463702273,0.00249509803921569,0,0,0,11.548,13.973,7.732,"Phosphate acyltransferase","phosphate acyltransferase PlsX","","","GO:0006633;GO:0016747;GO:0003824","fatty acid biosynthetic process;acyltransferase activity, transferring groups other than amino-acyl groups;catalytic activity","phosphate acyltransferase ",0,0,0,3.64938552918152,3.90429140456056,3.1263121303287,11.0843333333333,0,3.55999635469026,0,-3.55999635469026,2.60291238508914,"Downregulated"
"K03684",-1.39832232256939,0.00733823529411765,0,0,0,8.6608,6.9864,9.9412,"Ribonuclease D","ribonuclease D","Ribonuclease D","","GO:0090305;GO:0003676;GO:0008408;GO:0006139","nucleic acid phosphodiester bond hydrolysis;nucleic acid binding;3'-5' exonuclease activity;nucleobase-containing compound metabolic process","ribonuclease D ",0,0,0,3.27214266196418,2.99754533137048,3.45169907242434,8.52946666666667,0,3.240462355253,0,-3.240462355253,2.13440836708285,"Downregulated"
"K03687",-2.30060613267831,0.000888888888888889,0,0,0,16.359,13.973,12.15,"Protein GrpE","nucleotide exchange factor GrpE","Protein GrpE","grpE","GO:0006457;GO:0000774;GO:0042803;GO:0051087;GO:0005737","protein folding;adenyl-nucleotide exchange factor activity;protein homodimerization activity;chaperone binding;cytoplasm","molecular chaperone GrpE",0,0,0,4.11761193572305,3.90429140456056,3.71699089440494,14.1606666666667,0,3.91296474489618,0,-3.91296474489618,3.05115252244738,"Downregulated"
"K03692",-2.62851657140452,0.000472222222222222,0,0,1.9521,18.284,19.213,12.15,"Glucosylglycerol-phosphate synthase","glucosylglycerol-phosphate synthase","","","GO:0005992;GO:0051473;GO:0016758;GO:0003824","trehalose biosynthetic process;glucosylglycerol biosynthetic process;hexosyltransferase activity;catalytic activity","glucosylglycerol-phosphate synthase ",0,0,1.56174159235378,4.26933242973416,4.33721155633391,3.71699089440494,16.549,0.6507,4.10784496015767,0.520580530784594,-3.58726442937308,3.32585357938901,"Downregulated"
"K03695",-3.45706447016972,0.000292483660130719,13.798,18.119,15.617,51.003,48.032,41.974,"Chaperone protein ClpB 1","AAA family ATPase;ATP-dependent chaperone ClpB","AAA family ATPase;","","GO:0005524;GO:0016887;GO:0005737;GO:0009408;GO:0042026","ATP binding;ATP hydrolysis activity;cytoplasm;response to heat;protein refolding","ATP-dependent Clp protease ATP-binding subunit ClpB",3.8873302987782,4.25693516147121,4.05458803922239,5.70052294814645,5.6156517047923,5.42539216363488,47.003,15.8446666666667,5.58052227219121,4.06628449982393,-1.51423777236728,3.53389839116567,"Downregulated"
"K03696",-3.36363328670264,0.000323529411764706,32.523,33.822,31.234,68.324,66.371,70.693,"Negative regulator of genetic competence ClpC/MecB","ATP-dependent Clp protease ATP-binding subunit","","","GO:0005515;GO:0005524;GO:0016887","protein binding;ATP binding;ATP hydrolysis activity","ATP-dependent Clp protease ATP-binding subunit ClpC",5.06707935763152,5.12192716138066,5.01051132213351,6.11528299539919,6.07405580855624,6.16376035805039,68.4626666666667,32.5263333333333,6.11769972066861,5.06650594704856,-1.05119377362005,3.49008623188403,"Downregulated"
"K03798",-3.88509541274224,3.26797385620915e-05,35.4794,20.5347,42.947,70.2492,79.47,76.216,"ATP-dependent zinc metalloprotease FtsH 3;ATP-dependent zinc metalloprotease FtsH 2;ATP-dependent zinc metalloprotease FtsH 4","ATP-dependent zinc metalloprotease FtsH","","","GO:0006508;GO:0004176;GO:0004222;GO:0005524;GO:0008270;GO:0016887;GO:0016020","proteolysis;ATP-dependent peptidase activity;metalloendopeptidase activity;ATP binding;zinc ion binding;ATP hydrolysis activity;membrane","cell division protease FtsH ",5.18901009565802,4.42859132041619,5.45769277941769,6.15480191028,6.33037912758063,6.27082791555366,75.3117333333333,32.9870333333333,6.25200298447143,5.02509806516397,-1.22690491930747,4.48572142648158,"Downregulated"
"K04078",4.93459730431967,5.39215686274908e-05,77.858,93.01,95.655,32.718,29.692,37.556,"10 kDa chaperonin","MULTISPECIES: co-chaperone GroES","","","GO:0006457;GO:0005524;GO:0140662","protein folding;ATP binding;ATP-dependent protein folding chaperone","chaperonin GroES",6.30118521610318,6.55474232171032,6.59477246041879,5.07544705952874,4.93979075490058,5.26888348153048,33.322,88.841,5.09470709865327,6.48356666607743,1.38885956742416,4.26823748226735,"Upregulated"
"K04079",-2.91594538078024,0.000400326797385621,0,0,0,22.133,20.959,12.15,"Chaperone protein HtpG","molecular chaperone HtpG","","","GO:0006457;GO:0005524;GO:0016887;GO:0051082;GO:0140662","protein folding;ATP binding;ATP hydrolysis activity;unfolded protein binding;ATP-dependent protein folding chaperone","molecular chaperone HtpG",0,0,0,4.53188046870699,4.45674045123912,3.71699089440494,18.414,0,4.23520393811702,0,-4.23520393811702,3.39758533778103,"Downregulated"
"K04567",-2.41057162267199,0.000593137254901961,0,0,0,14.435,19.213,11.046,"Lysine--tRNA ligase","lysine--tRNA ligase","","","GO:0006430;GO:0003676;GO:0004824;GO:0005524;GO:0005737;GO:0006418;GO:0000166;GO:0004812","lysyl-tRNA aminoacylation;nucleic acid binding;lysine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity","lysyl-tRNA synthetase, class II ",0,0,0,3.9481335778404,4.33721155633391,3.59048225892091,14.898,0,3.95860913103174,0,-3.95860913103174,3.22684479710945,"Downregulated"
"K04744",-1.99846005280934,0.00154248366013072,13.798,9.6633,9.7607,24.058,28.819,26.51,"LPS-assembly protein LptD","DUF3769 domain-containing protein","","","","","LPS-assembly protein",3.8873302987782,3.41458207678142,3.42770002535444,4.64719936568332,4.89815997158211,4.78188423454149,26.4623333333333,11.074,4.77574785726897,3.57653746697135,-1.19921039029762,2.81177942784749,"Downregulated"
"K04755",-3.63545381877423,9.31372549019608e-05,0,0,0,21.171,23.579,26.51,"hypothetical protein","2Fe-2S iron-sulfur cluster-binding protein","","","GO:0140647;GO:0051537;GO:0051536","P450-containing electron transport chain;2 iron, 2 sulfur cluster binding;iron-sulfur cluster binding","ferredoxin, 2Fe-2S",0,0,0,4.47060193782622,4.61935431554551,4.78188423454149,23.7533333333333,0,4.62394682930441,0,-4.62394682930441,4.03087656647307,"Downregulated"
"K05377",16.10548173496,1e-06,690.86,833.46,693.99,357.02,372.9,362.3,"C-phycoerythrin class 2 subunit beta;C-phycoerythrin class 1 subunit beta","bleomycin hydrolase;class 1 C-phycoerythrin subunit beta","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","phycoerythrin beta chain",9.43433632338859,9.70469908515681,9.4408484092595,8.48389637250133,8.54650866097081,8.50501755552812,364.073333333333,739.436666666667,8.51180752966675,9.5266279392683,1.01482040960155,6,"Upregulated"
"K05380",9.11724281529666,1e-06,223.72,234.34,190.33,74.098,75.977,88.366,"Phycobilisome 32.3 kDa linker polypeptide, phycocyanin-associated, rod","phycobilisome rod-core linker polypeptide","Phycobilisome rod-core linker polypeptide","","GO:0015979;GO:0030089;GO:0031676","photosynthesis;phycobilisome;plasma membrane-derived thylakoid membrane","phycoerythrin-associated linker protein",7.81198471935167,7.87860274151905,7.57991929167565,6.23070258147507,6.26635554143933,6.4816541459688,79.4803333333333,216.13,6.32623742296107,7.75683558418212,1.43059816122105,6,"Upregulated"
"K05520",-2.0631536357625,0.00144444444444444,0,0,0,10.585,13.973,13.255,"Putative cysteine protease YraA","DJ-1/PfpI family protein","","","","","protease I ",0,0,0,3.5341861390901,3.90429140456056,3.83339613416323,12.6043333333333,0,3.75729122593796,0,-3.75729122593796,2.84029915713249,"Downregulated"
"K05579",-3.91838518678397,3.26797385620915e-05,0,0,0,26.945,28.819,22.092,"NAD(P)H-quinone oxidoreductase subunit H","NAD(P)H-quinone oxidoreductase subunit H","","","GO:0016651;GO:0048038;GO:0051287","oxidoreductase activity, acting on NAD(P)H;quinone binding;NAD binding","NAD(P)H-quinone oxidoreductase subunit H ",0,0,0,4.80451826988807,4.89815997158211,4.5293212253457,25.952,0,4.74399982227196,0,-4.74399982227196,4.48572142648158,"Downregulated"
"K05580",-2.26930306049784,0.00104084967320261,0,0,0,11.548,14.846,15.464,"NAD(P)H-quinone oxidoreductase subunit I","NAD(P)H-quinone oxidoreductase subunit I","NADH-quinone oxidoreductase subunit I  H dehydrogenase I subunit I)","ndhI","GO:0019684;GO:0022900;GO:0005506;GO:0008137;GO:0048038;GO:0051539;GO:0031676;GO:0016651;GO:0016020","photosynthesis, light reaction;electron transport chain;iron ion binding;NADH dehydrogenase (ubiquinone) activity;quinone binding;4 iron, 4 sulfur cluster binding;plasma membrane-derived thylakoid membrane;oxidoreductase activity, acting on NAD(P)H;membrane","NAD(P)H-quinone oxidoreductase subunit I ",0,0,0,3.64938552918152,3.98604680222616,4.04124298223188,13.9526666666667,0,3.89222510454652,0,-3.89222510454652,2.98261198981021,"Downregulated"
"K05592",-2.24513647087096,0.00109477124183007,0,0,0,16.359,13.973,11.046,"ATP-dependent RNA helicase DeaD","DEAD/DEAH box helicase","","","GO:0000027;GO:0070417;GO:0003723;GO:0003724;GO:0005524;GO:0003676","ribosomal large subunit assembly;cellular response to cold;RNA binding;RNA helicase activity;ATP binding;nucleic acid binding","ATP-dependent RNA helicase DeaD ",0,0,0,4.11761193572305,3.90429140456056,3.59048225892091,13.7926666666667,0,3.87079519973484,0,-3.87079519973484,2.96067661944473,"Downregulated"
"K06041",-1.31042779751012,0.00877287581699346,0,0,0,6.7362,9.6063,7.732,"Arabinose 5-phosphate isomerase KpsF","MULTISPECIES: KpsF/GutQ family sugar-phosphate isomerase","","","GO:0005975;GO:1901135;GO:0016853;GO:0097367","carbohydrate metabolic process;carbohydrate derivative metabolic process;isomerase activity;carbohydrate derivative binding","arabinose-5-phosphate isomerase ",0,0,0,2.95162509254981,3.40684955579444,3.1263121303287,8.02483333333333,0,3.16159559289099,0,-3.16159559289099,2.05685801818232,"Downregulated"
"K06118",-2.37958603102947,0.000669934640522876,9.8554,10.871,14.641,32.718,33.185,26.51,"UDP-glucose 4-epimerase","NAD-dependent epimerase/dehydratase family protein","","","","","UDP-sulfoquinovose synthase ",3.44034098227608,3.56936956603177,3.96726084851222,5.07544705952874,5.09529152021173,4.78188423454149,30.8043333333333,11.7891333333333,4.98420760476065,3.65899046560669,-1.32521713915396,3.17396756542583,"Downregulated"
"K06207",-2.20103561787354,0.00116339869281046,0,0,0,14.435,18.339,7.732,"GTP-binding protein TypA/BipA","translational GTPase TypA","","","GO:0003924;GO:0005525","GTPase activity;GTP binding","GTP-binding protein",0,0,0,3.9481335778404,4.27344129133912,3.1263121303287,13.502,0,3.78262899983607,0,-3.78262899983607,2.9342714285087,"Downregulated"
"K06889",-2.09200291414736,0.00144444444444444,0,0,3.9043,10.5854,16.5929,15.4642,"hypothetical protein","alpha/beta fold hydrolase;alpha/beta hydrolase","","","GO:0016042;GO:0003847","lipid catabolic process;1-alkyl-2-acetylglycerophosphocholine esterase activity","uncharacterized protein",0,0,2.2940472325512,3.53423595074776,4.13692141003215,4.0412605075754,14.2141666666667,1.30143333333333,3.90413928945177,0.7646824108504,-3.13945687860137,2.84029915713249,"Downregulated"
"K07267",28.3933432380228,1e-06,698.746,680.05,693.006,114.5146,110.913,145.8066,"putative protein","iron uptake porin;MAG: porin","","","GO:0008643;GO:0015288;GO:0016020","carbohydrate transport;porin activity;membrane","porin",9.45068752463235,9.41161690886971,9.43880432539213,6.85193139653669,6.806233821676,7.19777301880892,123.744733333333,690.600666666667,6.95197941234053,9.4337029196314,2.48172350729087,6,"Upregulated"
"K07277",6.01729903699742,1e-06,180.35,163.07,175.69,72.173,82.963,101.62,"Outer membrane protein assembly factor BamA","BamA/TamA family outer membrane protein","","","GO:0019867","outer membrane","outer membrane protein insertion porin family",7.50263293508292,7.35816765770672,7.46507658077542,6.19323950361823,6.3916818099667,6.68116812041669,85.5853333333333,173.036666666667,6.42202981133387,7.44195905785502,1.01992924652115,6,"Upregulated"
"K08482",-5.62714681355647,1e-06,3.9422,0,3.9043,47.153,43.665,44.183,"Circadian clock protein kinase KaiC","circadian clock protein KaiC","","","GO:0006355;GO:0042752;GO:0000287;GO:0003677;GO:0004674;GO:0005524","regulation of DNA-templated transcription;regulation of circadian rhythm;magnesium ion binding;DNA binding;protein serine/threonine kinase activity;ATP binding","circadian clock protein KaiC",2.30515339455375,0,2.2940472325512,5.58955377769747,5.48107285682775,5.49770815892146,45.0003333333333,2.6155,5.52277826448223,1.53306687570165,-3.98971138878058,6,"Downregulated"
"K08903",2.25291541125351,0.00104411764705881,38.436,33.822,36.115,16.359,14.846,18.778,"Photosystem II reaction center Psb28 protein","photosystem II reaction center protein Psb28","Photosystem II reaction center Psb28 protein","psb28","GO:0015979;GO:0009654;GO:0031676;GO:0009523;GO:0016020","photosynthesis;photosystem II oxygen evolving complex;plasma membrane-derived thylakoid membrane;photosystem II;membrane","photosystem II 13kDa protein",5.30144132122745,5.12192716138066,5.21393046372921,4.11761193572305,3.98604680222616,4.30582463948966,16.661,36.1243333333333,4.13649445914629,5.21243298211244,1.07593852296615,2.98125056398717,"Upregulated"
"K09458",-1.83278648415094,0.00238071895424837,0,0,0,13.472,12.226,7.732,"3-oxoacyl-[acyl-carrier-protein] synthase 2","beta-ketoacyl-ACP synthase II","","","GO:0006633;GO:0004315;GO:0016746;GO:0016747","fatty acid biosynthetic process;3-oxoacyl-[acyl-carrier-protein] synthase activity;acyltransferase activity;acyltransferase activity, transferring groups other than amino-acyl groups","3-oxoacyl- synthase II ",0,0,0,3.85519240795915,3.72530490157444,3.1263121303287,11.1433333333333,0,3.5689364799541,0,-3.5689364799541,2.62329187037557,"Downregulated"
"K09667",-4.55373305388105,3.26797385620915e-05,0,0,0,32.7184,38.4254,22.0915,"Beta-barrel assembly-enhancing protease;hypothetical protein;SPBc2 prophage-derived glycosyltransferase SunS","tetratricopeptide repeat protein;glycosyltransferase",";Glycosyltransferase","","GO:0005515;GO:0015979;GO:0016740","protein binding;photosynthesis;transferase activity","protein O-GlcNAc transferase ",0,0,0,5.07546417426251,5.30105348719139,4.52928998702377,31.0784333333333,0,4.96860254949256,0,-4.96860254949256,4.48572142648158,"Downregulated"
"K10206",-2.52223386907118,0.000488562091503268,3.9422,0,0,19.246,19.213,13.255,"LL-diaminopimelate aminotransferase","LL-diaminopimelate aminotransferase","","","GO:0009058;GO:0008483;GO:0030170;GO:0003824","biosynthetic process;transaminase activity;pyridoxal phosphate binding;catalytic activity","LL-diaminopimelate aminotransferase ",2.30515339455375,0,0,4.33956499793686,4.33721155633391,3.83339613416323,17.238,1.31406666666667,4.17005756281133,0.768384464851251,-3.40167309796008,3.31108023382113,"Downregulated"
"K10697",-2.21355374194658,0.00112908496732026,0,0,0,11.548,14.846,14.359,"Alkaline phosphatase synthesis transcriptional regulatory protein PhoP","response regulator","","","GO:0000160;GO:0006355;GO:0003677","phosphorelay signal transduction system;regulation of DNA-templated transcription;DNA binding","two-component system, OmpR family, response regulator RpaA",0,0,0,3.64938552918152,3.98604680222616,3.94101238243044,13.5843333333333,0,3.85881490461271,0,-3.85881490461271,2.94727337477136,"Downregulated"
"K10960",-1.7715353066024,0.00309967320261438,0,0,0,10.585,13.973,7.732,"Kynurenine 3-monooxygenase","geranylgeranyl reductase","Geranylgeranyl diphosphate reductase","chlP","GO:0015937;GO:0015979;GO:0015995;GO:0016628;GO:0045550;GO:0071949","coenzyme A biosynthetic process;photosynthesis;chlorophyll biosynthetic process;oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor;geranylgeranyl reductase activity;FAD binding","geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase ",0,0,0,3.5341861390901,3.90429140456056,3.1263121303287,10.7633333333333,0,3.52159655799312,0,-3.52159655799312,2.5086840912569,"Downregulated"
"K11003",-2.28044504931281,0.000944444444444444,8.8698,4.8317,4.8803,24.058,22.706,18.778,"Type I secretion system membrane fusion protein PrsE","HlyD family efflux transporter periplasmic adaptor subunit","","","","","membrane fusion protein, hemolysin D",3.30302085044341,2.54391650504816,2.55588976007382,4.64719936568332,4.56718034703674,4.30582463948966,21.8473333333333,6.19393333333333,4.50673478406991,2.80094237185513,-1.70579241221478,3.02482358372503,"Downregulated"
"K11004",-1.6235321691346,0.00437745098039216,0,0,0,9.6231,12.226,7.732,"Toxin RTX-I translocation ATP-binding protein","ABC transporter transmembrane domain-containing protein","","","GO:0006508;GO:0055085;GO:0005524;GO:0008233;GO:0140359;GO:0016020","proteolysis;transmembrane transport;ATP binding;peptidase activity;ABC-type transporter activity;membrane","ATP-binding cassette, subfamily B, bacterial HlyB/CyaB",0,0,0,3.40913292524873,3.72530490157444,3.1263121303287,9.86036666666667,0,3.42024998571729,0,-3.42024998571729,2.35877870853735,"Downregulated"
"K11329",-2.6401405855853,0.000472222222222222,14.783,12.079,13.665,36.5676,39.2981,30.9283,"Response regulator MprA;Transcriptional regulatory protein WalR","MULTISPECIES: response regulator","","","GO:0000160;GO:0006355;GO:0003677","phosphorelay signal transduction system;regulation of DNA-templated transcription;DNA binding","two-component system, OmpR family, response regulator RpaB",3.98029955079386,3.70918033372087,3.87430516598223,5.2314170474735,5.33263991415682,4.99676383455198,35.598,13.509,5.1869402653941,3.85459501683232,-1.33234524856178,3.32585357938901,"Downregulated"
"K11962",-1.3931958219489,0.00748856209150327,0,0,0,7.6985,7.8597,9.9412,"Methionine import ATP-binding protein MetN 2","urea ABC transporter ATP-binding protein UrtD","","","GO:0005524","ATP binding","urea transport system ATP-binding protein",0,0,0,3.12076663899146,3.14725784823403,3.45169907242434,8.4998,0,3.23990785321661,0,-3.23990785321661,2.12560156490077,"Downregulated"
"K12573",-2.5067261161,0.000493464052287582,0,0,0,19.246,17.466,9.9412,"Ribonuclease R","RNB domain-containing ribonuclease","","","GO:0003723;GO:0004540;GO:0003676","RNA binding;ribonuclease activity;nucleic acid binding","ribonuclease R ",0,0,0,4.33956499793686,4.20679948664706,3.45169907242434,15.5510666666667,0,3.99935451900275,0,-3.99935451900275,3.30674447918841,"Downregulated"
"K12574",-2.94412973421038,0.000400326797385621,0,0,0,21.171,19.213,15.464,"Ribonuclease J 1","RNase J family beta-CASP ribonuclease","","","GO:0006396;GO:0090501;GO:0003723;GO:0004521;GO:0004534;GO:0008270;GO:0046872","RNA processing;RNA phosphodiester bond hydrolysis;RNA binding;endoribonuclease activity;5'-3' exoribonuclease activity;zinc ion binding;metal ion binding","ribonuclease J ",0,0,0,4.47060193782622,4.33721155633391,4.04124298223188,18.616,0,4.283018825464,0,-4.283018825464,3.39758533778103,"Downregulated"
"K13789",-1.61853012979832,0.00451143790849673,0,0,0,10.585,7.8597,11.046,"Farnesyl diphosphate synthase","polyprenyl synthetase family protein","Polyprenyl synthetase family protein","","GO:0008299;GO:0016740","isoprenoid biosynthetic process;transferase activity","geranylgeranyl diphosphate synthase, type II ",0,0,0,3.5341861390901,3.14725784823403,3.59048225892091,9.83023333333333,0,3.42397541541501,0,-3.42397541541501,2.3456850155063,"Downregulated"
"K14055",-3.16304993981097,0.000351307189542484,4.9277,0,4.8803,20.208,27.946,26.51,"hypothetical protein","universal stress protein","","","","","universal stress protein E",2.56747243491361,0,2.55588976007382,4.40653667020517,4.85529209322718,4.78188423454149,24.888,3.26933333333333,4.68123766599128,1.70778739832914,-2.97345026766214,3.45431296222996,"Downregulated"
"K16881",-1.99099613859918,0.00154411764705882,0,0,0,12.51,13.973,9.9412,"UTP--glucose-1-phosphate uridylyltransferase","NDP-sugar synthase","","","GO:0006011;GO:0009058;GO:0003983;GO:0016779","UDP-glucose metabolic process;biosynthetic process;UTglucose-1-phosphate uridylyltransferase activity;nucleotidyltransferase activity","mannose-1-phosphate guanylyltransferase / phosphomannomutase ",0,0,0,3.75595576955096,3.90429140456056,3.45169907242434,12.1414,0,3.70398208217862,0,-3.70398208217862,2.8113196136363,"Downregulated"
"K18855",-2.36464404501601,0.000705882352941177,0,0,0,16.3592,17.466,9.9412,"scyllo-inositol 2-dehydrogenase (NAD(+));Inositol 2-dehydrogenase;putative oxidoreductase YdgJ","Gfo/Idh/MocA family oxidoreductase","Gfo/Idh/MocA family oxidoreductase;","","GO:0000166","nucleotide binding","UDP-N-acetylglucosamine 3-dehydrogenase ",0,0,0,4.11762855749539,4.20679948664706,3.45169907242434,14.5888,0,3.92537570552226,0,-3.92537570552226,3.15126767533065,"Downregulated"
"K19220",16.7430506427702,1e-06,426.74,460.22,399.21,118.36,110.04,145.8,"putative protein","iron uptake porin","","","GO:0008643;GO:0015288;GO:0016020","carbohydrate transport;porin activity;membrane","peptidoglycan DL-endopeptidase CwlS ",8.74059031656645,8.84931126407232,8.64461340591934,6.89917563048051,6.79493566280354,7.19770815795585,124.733333333333,428.723333333333,6.96393981707997,8.7448383288527,1.78089851177274,6,"Upregulated"
